Class,Data
0,Mình đồng ý với bạn trên. Xbox mà không bán kèm với kinect thì sau này sẽ không còn game kinect nữa
0,Mua sản phẩm đôi khi chỉ cần 1 tính năng xuất sắc thôi bạn.
0,"trước thấy trên youtube vẫn có rất nhiều game sử dụng kinect như chém trái cây, đấu đối kháng, nhìn vẫn rất hấp dẫn mà"
0,"Căn bản của việc bỏ kinect là bắt buộc hay windows 8 đạt được không nhiều thành công về doanh số và MS phải nắn chỉnh lại cho người dùng chuột và bàn phím là bởi vì nó là cái áo rộng mặc cho 1 cơ thể bé nhỏ. nhu cầu hiện tại với cả tiêu dùng cá nhân lẫn doanh nghiệp chưa lớn đến mức mà phải cần 1 cái áo rộng, mặc dù một lượng nhất định đã nhận thấy windows 8 hay xbox one có khả năng đáp ứng nhu cầu của họ trong hiện tại hay tuơng lai. Ngày xưa ai cũng bảo điện thoại chụp ảnh cùi, máy ảnh mới đẹp. Bây giờ smartphone đã ""bức tử"" máy ảnh cầm tay và một phần máy chuyên nghiệp nữa. Đến 1 lúc nào đó máy tính bảng sẽ phải đa năng hơn và đó là lúc windows 8 hay các đời windows sau windows 8 sẽ phất lên và giữ thế thống trị. Bởi windows có 1 sức mạnh tiềm năng to lớn, thậm chí là vô tận về khả năng đáp ứng mà iOS hay Android không có. Xbox one sẽ không còn chỉ chơi game nữa mà còn hơn thế VD: chơi game nhiều nên ít vận động không tốt cho sức khoẻ, có kinect người ta sẽ vận động nhiều để chơi và sẽ rèn luyện sức khoẻ. Bước lùi của MS chỉ là tạm thời thôi."
0,Bạn này fan cuồng xbox rồi. Kinect tốt nhưng chỉ dành cho số ít games. Bán kèm xbox là không cần thiết
0,"Ý của ông viết bài đó là bây giờ Kinect không phải là đặc điểm chiếm ưu thế trên Xbox one, điều đó là dẫn đến sự ngộ nhận cho người viết Game rằng cũng không cần chú trọng viết tựa game nào khác tương tác cho tính năng đó. Nói chung, bạn có thể hiểu rằng đó là quan điểm của người viết bài. Chứ việc Kinect có nên gắn hay để rời Xbox one hay không thì về lâu dài sẽ kiểm nghiệm xem. Vì trọng tâm của một cty công nghệ vừa ôm phần mềm và phần cứng như Microsoft sẽ có thể thay đổi nữa."
0,cũng bt
0,Thích hàng của apple vì lý do: sang chảnh và đẳng cấp từ những ngày đầu Và giờ khi ra đường thì bà bánh tráng trộn hay mua cũng lướt iphone khiến mình bớt yêu iphone mất tiu rồi.
0,"chẹp, dùng điện thoại để alo+nhắn tin+duyệt web thì điện thoại nào chả dùng được với bất kỳ ai. Dùng apple mà nâng cao lên tị thì xin lỗi không có chuyện ai cũng dùng được đâu. Lại đá sang Mac os, tưởng dễ dùng á, dùng mấy cái cơ bản thì đúng là có vẻ dễ dùng nhưng win cũng thế. Nâng cao lên tị thì đầu phải có sỏi + học bác Gúc gờ, không thì chả làm gì được ngoài việc cài app trên store với duyệt web, và làm vài việc cơ bản..."
0,"thích tay cầm và hệ điều hành của Xbox hơn PS, làm được nhiều thứ khác, cái kinect nếu có game hay tận dụng được thì cũng ngon, sau này thêm cặp kính nữa là đủ bộ chơi game siêu thực rồi"
0,"chưa vội mua, chờ thế hệ 2 ^^"
0,90% những thứ đó không dùng duoc ở việt nam. Vậy nên smw chỉ phát huy tốt nhất là ở mỹ. Nơi mà công nghệ luôn được đi đầu và cũng được thử nghiệm đầu tiên trên thế giới.
0,"đa phần các dịch vụ bạn dùng đều không hỗ trợ Việt Nam, thiết nghĩ giới thiệu cho anh e cái gì đó thiết thực hơn"
0,"Công nhận nếu sử dụng thiết bị công nghệ trong môi trường mà dịch vụ gần như có sẵn thì nó tiện lợi vô cùng. Hi vọng VN sẽ phổ biến những loại hình dịch vụ như thẻ tín dụng, mua sắm trực tuyến,... thì xài thiết bị nào cũng tiện lợi"
0,Quan trọng là thời lượng Pin được mấy gìơ!
0,"Đây là một bài viết về công nghệ, và nhờ ng viết mình có thể thấy được một số khả năng của apple watch. Trong đó có một số thứ mình có thể dùng được, có thể mình sẽ nghiên cứu nên mua hay không khi giá vn hợp lý. Bác chủ topic đừng bận tâm những cmt ấu trĩ, mà hay tiếp tục tìm tòi và chia sẽ. Đó là mục đích của diễn đàn công nghệ tinh tế"
0,"mình ở VN cũng xài iPhone nhưng mình chọn Pebble vì đơn giản nó: 1. rẻ (có thể không sang) - sang thì cứ đồng hồ số bình thường cũng được. 2. chỉ đơn giản đọc tn, xem ai gọi đến, điều khiển nhạc & xem thông tin của Runtastic trên điện thoại. 3. pin 5-7 ngày thoải mái. Apple Watch giá cũng okie nhưng thật sự thất vọng cái mặt đồng hồ lồi & siêu dễ bể + ở VN xài cái đó chủ yếu là khoe của nhiều hơn nên mình sẽ chờ khi nào đúng nhu cầu mới mua, không thì vẫn Pebble tiếp! PS: Với mình giá trị bản thân không nằm ở chỗ cái nhà, cái xe hay cái điện thoại ""gold"" hoặc ở bất kì món đồ nào mà chính là con người mình."
0,"Pin sài 1 ngày ==> mà đòi khi ngủ xem đồng hồ trên cổ tay à,"
0,"Mình đeo smartwatch đấy mình cũng giống bạn ở chỗ vừa ngủ dậy là phải đưa ngay lên tay xem nhiêu độ mà lạnh thế haha, với xem trong lúc ngủ có mail hay ai nhắn tin không"
0,"phải có lợi hơn ( cho người VN) thì ng ta mới thích chứ? thêm nữa là như ví dụ của mình, cho con cái dùng sw thay vì điện thoại? đâu thấy 2 sim xuất hiện? mình nói thêm là vấn đề sw có sim nó khác việc dùng điện thoại 2 sim hoặc dùng 2 cái điện thoại 1 sim. cái sim trên sw là để kết nối được liên tục, phạm vi rộng và chủ động hơn."
0,"Thứ nhất rào cản công nghệ (độ dày, nóng, pin...) Thứ hai là thực tế người nhu cầu như bạn không nhiều. Người ta cũng phải điều tra thì trường cả rồi. Mà cũng chả biết, tương lai có khi lại nhiều người thích kiểu ấy cũng nên"
0,"Mình chưa dùng các sw khác nên không so sánh được. So sánh pin thì còn phải nói đến tính năng, hiệu năng nữa. Kiểu so với Pebble thì apple watch thua về pin đứt đuôi rồi. Tất nhiên nếu apple watch pin nó vĩnh cửu thì mình thích nhất, pin lâu ai chả thích. Vấn đề là mình hay bạn đều không giỏi hơn những người thiết kế để làm pin cho trâu hơn trong khi đủ mỏng và đủ mạnh làm nhiều việc như vậy."
0,"nhưng cơ bản đó là sim phụ chứ không thể nào là sim chính vì sim chính gắn ở điện thoại rồi, mà số phụ mình nghĩ bạn bè gia đình chả ai thèm gọi vào đâu, nếu cài thêm chuyển hướng cuộc gọi thì ngon, nhưng mà vấn đề phát sinh là nghe gọi trong môi trường nước sẽ làm thiết bị vô nước, không khả thi lắm"
0,"Tất nhiên ở Mỹ, ""quê"" của apple watch thì tất cả tính năng sẽ được khai thác hết. Tuy nhiên mình không nghĩ ở VN nó không có tác dụng. Nếu bạn là người làm việc trong môi trường bận rộn, đi xe hơi và phải di chuyển nhiều thì ngay ở VN smartwatch cũng có nhiều tác dụng. Có chăng là mọi người đang sai lầm về mong muốn, tự đặt cho smart watch một sứ mệnh lớn lao mà không đơn thuần coi nó là một ""cánh tay nối dài"" của smartphone. Mình rất thích so sánh mối tương quan smartwatch-smartphone với mối tương quan smartphone-laptop. Nếu nhìn lại, ngoài nghe gọi nhắn tin thì thời ký đầu smartphone chả làm được gì hơn laptop cả. Nhưng nếu đừng bắt nó phải làm ""nhiều hơn"" mà cần nó làm ""tiện hơn"" thì mộ thứ sẽ rõ ràng hơn nhiều. Tất nhiên smartphone mất 8-10 năm để huy hoàng như ngày nay thì smartwatch 2-3 năm nữa mà mỏng nhẹ pin trâu gấp đôi bây giờ đã là thành công lắm rồi. Để được coi là thứ hiển nhiên nên có như smartphone hiện nay thì chắc cũng phải 5-7 năm nữa"
0,"bác này là dùng đồng tiền để sinh tiếp ra tiền, đa số mọi người không có ý nghĩ phải dùng hết chức năng của công nghệ để phục vụ mình, cảm ơn bác vì có người lộ diện để chỉ cho mọi người biết rõ hơn cái khía cạnh này, một phần Apple của mỹ, nó có 1 nền tảng phụ trợ mạnh như bác đang dùng nên đẳng cấp của bác cũng khác nhiều so vs mọi người ở các nước như việt nam bây h, hiện tại điện thoại giúp cho việc quản lý thông tin cá nhân, mail, web, chứng khoán, thời tiết, book vé máy bay, xem phim, khak sạn, nhiêu đó thôi e cũng đã thấy rất tuyệt vời rồi"
0,"Đúng là tiếc cho anh em ở Việt nam như em thật bác ạ. Về hàng Apple, thưc tình mà nói là nó đẹp từ thiết kế phần cứng tới giao diện phần mềm. Nhưng cái mà em đánh giá cao nhất đó là trải nghiệm người dùng. Luôn có gì đó mượt mà, tiện lợi mà các hãng khác khó mà có được. Tính em vốn hay tò mò, nên cũng bon chen xài qua đủ món và rút ra được như thế. Về apple watch, chưa xài qua, nhưng qua bác liệt kê ra thì đúng là nó làm tốt trải nghiệm người dùng, và đúng như nhưng gì mà Jony Ive nói: apple watch không phải là thiết bị để chăm chăm nhìn vào, mà nó thiết bị để chỉ liếc nhìn qua trong mấy giây (em nhớ đại khái thế!). Kiểu như xem giờ, xem thời tiết, xem giờ bay...như bác nói ở trên. Ở đây em chỉ không đồng ý với bac 1 chỗ, bác nói là Apple bán apple watch ra không phải để khoe, em nghĩ là có 1 ít đó!. Với cái loại mắc nhất làm bằng vàng, rõ ràng họ muốn bán cho tầng lớp lắm tiền, ngoài chức năng trải nghiệm, tiện ích thì còn thể hiện nữa! Cá nhân em nghĩ thế! kakaka."
0,"Có lẽ bác ấy không quan tâm đến chống xước làm gì. Họ chỉ quan tâm đến sự tiện lợi mà apple watch mang đến trong thanh toán tiền bạc, lịch bay, thời tiết ..v.v để thoải mái hơn chớ không phải mua apple watch và cứ lo trầy xước tào lao."
0,chờ thế hệ 2 chắc sẽ có camera để facetime
0,Muốn nó chín phải có nhiều người quan tâm bằng cách thiết kế cho thiệt là đẹp vào.
0,"Bác kết hợp với nó tai bluetooth ấy, rất tuyệt vời, vì mình hiện không xài iphone nữa nên không rõ, chứ bên Android mình có thể trả lời tin nhắn, gọi ngay trên điện thoại luôn. Chỉ việc kết nối thêm cái tai là bảo đảm riêng tư và tiện lợi ."
0,"Mình cũng có 1 cái thắc mắc là smartphone phát triển ngày càng to ra để phục vụ cái nhu cầu dù xài cho mục đích di động nhưng vẫn sướng cái tai , "" đã con mắt "" giờ 1 cơ số người lại vì cái "" kích thước vốn để sướng ấy "" tìm lại mấy thứ nhỏ , thậm chí nhỏ tí như màn hình trên 1 cái smartwatch , thử hỏi cách đây vài năm đưa ra 2 lựa chọn , 1 cái smartphone kích thước nhỏ gọn tiện mang đi , đáp ứng đủ nhu cầu với việc xài 1 cái phone to "" tổ bố "" nhiều khi phải nhét balo rồi dấn thêm cái đồng hồ màn nhỏ tí để xài cái phone đấy hiệu quả hơn thì các bạn chọn cái nào vậy nên đọc báo trên smartwatch , giải trí trên smartwatch nó "" hơi "" đi ngược với phát triển của smartphone , bỏ thêm vào cho thấy ta đây nhiều tính năng ?"
0,Pin về sau nó kém thì lại bung ra mà thay cũng tội -_- gì chứ đồng hồ mà bung ra rồi thì lôm côm lắm
0,Thực tế có dùng tốt ở VN mình cũng chưa có chút suy nghĩ gì để mua. Lúc đeo nó trừ chạy bộ hay 1 số môn thể thao ra thì chẳng có mấy khi không cầm cùng lúc với điện thoại. Mà điện thoại nhanh và chi tiết hơn. T đố ôg nào chơi đá bóng không cầm điện thoại mà đeo đh đó. =)) đh cơ t còn phải tháo ra chứ loại dễ vỡ này không tháo chắc giàu dễ thay.
0,"Bữa rồi mình cũng coi apple watch tại Mong khôngk, mà giá tận 16000 HKD nên cũng không đủ sức mua. Cảm nhận chung là apple watch khá vừa tay, bóng bảy, chưa mượt lắm, chưa có thời gian sử dụng nhiều nhưng cảm giác đeo cũng khá ok. Mình thì chỉ đọc báo công nghệ và báo thể thao, thường thì những trang mình xem khá là vào đề, không giật tít nhiều lắm :3 Nên chắc cũng không sao"
0,"Khen hay chê mình đều ok,vấn đề mình nói là có những người không hề thk cũng chẳng có nhu cầu đối với 1 số sản phẩm nhưng vẫn vào comment những vấn đề không mang tính đóng góp,chia sẻ hay cảm nhận mà chỉ muốn gạch đá cho vui.Ví dụ như bạn chẳng hạn) mình chẳng hề có ý định khuyên ai nên chả có j phí công cả,ai đọc comment của mình hay không mình cũng chẳng quan tâm,nhìn thấy ngứa mắt thì nói mấy câu cho vui thôi) Qua comment của bạn thì mình biết bạn chưa được tiếp xúc với những sản phẩm smartwatch nên thắc mắc của bạn cực kì ngô nghê) ngta đeo apple watch đi ngủ cũng là bình thường vì trên smartwatch có tính năng theo dõi giấc ngủ và rung báo thức tránh ảnh hưởng đến ng nằm bên cạnh...hiểu chửa??))))))) Mình không có ý định khuyên bảo bạn nên thôi chấm dứt ở đây,mình không có nhu cầu đọc những lời khuyên vớ vẩn của bạn"
0,Mình chẳng mua mấy cái đầu tiên ra đời. Thường chỉ mua cái thứ 2. Vì sản phẩm đầu tiên bao giờ cũng là sự thăm dò dư luận. apple watch cũng không phải ngoại lệ. Bản năm sau hi vọng ngon hơn về pin và tính năng. He he
0,Mình chẳng mua mấy cái đầu tiên ra đời. Thường chỉ mua cái thứ 2. Vì sản phẩm đầu tiên bao giờ cũng là sự thăm dò dư luận. apple watch cũng không phải ngoại lệ. Bản năm sau hi vọng ngon hơn về pin và tính năng. He he
0,"Cho mình hỏi chút : Cảm giác rung khi có tin nhắn, mail ... có gì đặc biệt không vậy bác ? Thấy Apple quảng cáo nghe có vẻ rất hay."
0,"Smartphone hiện giờ rất khó để đột phá nữa, nên người ta mới tạo ra wearable devices. SmartWatch là sp nổi bật nhất trong mấy cái đó rồi."
0,apple watch có nhiều chế độ rung khác nhau phải không bác ? Xin bác post chút trải nghiệm của bác về chế độ notification. Cám ơn trước.
0,"Có thể phân biệt được các loại notification (như mail, tin nhắn ...) không ? Vì tui đang rất cần những thứ này."
0,"Nó không có lựa chọn là ""gõ"" 2 cái là tin nhắn, ""gõ"" 3 cái là email hả bác?"
0,Không có bạn ạ
0,Mình giải thích thêm về một việc các bạn coi là hơi ngớ ngẩn là đọc báo trên apple watch. Trước hết mình nói rõ là xem qua các headline (tiêu đề) với Flipboard chứ không phải xem toàn bộ tin tức như trên web. Mình có thói quen đọc lướt các bản tin mình thu thập trong account Flipboard của mình mỗi ngày 2 lần vào trước bữa dáng và bữa trưa. Có apple watch thì mình có thể xem có tin gì mới có vẻ đáng đọc không còn xem toàn bộ nội dung thì mình vẫn dùng phone. Kể ra nói thì sẽ dễ tạo cảm giác không tiện lợi hơn đọc luôn bằng phone là bao nhiêu. Tuy nhiên đây là thực tế sử dụng của mình nên mình cứ đưa ra thôi
0,"Mình dùng liên tục cực kỳ nhiều (chỉ đường, nhắn tin bằng giọng nói...) thì chỉ được 9-10 tiếng, dùng ít thì có thể được đến 24h. Nói chung thì quảng cáo dùng trung bình 18h của Apple là tương đối tin cậy và do vậy việc xạc hàng đêm là không thể tránh khỏi"
0,"Còn buổi sáng của mình đơn giản là chuông báo thức từ điện thoại reo, với điện thoại bấm volume (ngắt chuông) mở điện thoại xem có tin nhắn hay mail không. dậy oánh răng rửa mặt rồi đi ăn sáng, đi làm. hết ) ai giống mình ^^"
0,"Bài viết hay! Em vừa lấy con 38 steel hôm qua, ngồi đọc các app được bình chọn của các trang công nghệ cũng như app được Apple khuyến nghị, thấy ở VN thiệt thòi quá. Thích thì mua thôi chứ chưa hữu dụng lắm!"
0,"BLT 10m xuyên tường là chuyện bình thường bác nhé, em nói như vậy là mong chiếc smw ngày càng hoàn thiện, chứ cứ nghĩ vậy là được rồi thì chỉ cần điện thoại đen trắng cũng oke bác ạ"
0,"Sao các bác vẫn lăn tăn nhỉ. Cuộc gọi dù đến sim chính hay phụ thì cũng đều hiển thị trên smw và bấm nghe bằng tai BLT kẹp trên áo. Muốn gọi lại thì chạm vào smw khi đó nó sẽ có 2 lựa chọn: 1- gọi từ sim trên smw, 2- gọi từ sim chính thông qua BLT. Danh bạ và lịch sử cuộc gọi đồng bộ nhau hết. Như vậy mới đạt đến sự hoàn hảo. Chứ còn chỉ BLT hoặc chỉ Sim thì đơn giản quá rồi. không bàn tới nữa"
0,"Sao các bác vẫn lăn tăn nhỉ. Cuộc gọi dù đến sim chính hay phụ thì cũng đều hiển thị trên smw và bấm nghe bằng tai BLT kẹp trên áo. Muốn gọi lại thì chạm vào smw khi đó nó sẽ có 2 lựa chọn: 1- gọi từ sim trên smw, 2- gọi từ sim chính thông qua BLT. Danh bạ và lịch sử cuộc gọi đồng bộ nhau hết. Như vậy mới đạt đến sự hoàn hảo. Chứ còn chỉ BLT hoăvj không cần thiết lắm mà dòng smw mới của LG nó lại fai tích hợp. Còn bác còn em, sau này kiểu gì các dòng smw cái nào cũng sẽ tích hợp khe cắm thẻ sim."
0,Cho mình hỏi thêm chút. Mình thấy bản watch và watch sport khác nhau ở phần viền. Watch bóng hơn và bị report là cực kì dễ xước. Còn watch sport thì sao? Mình thấy cái vỏ ngoài bản sport nham nhám giống vỏ ip. Có vẻ khó xước hơn đúng không?
0,"Cái này trong 1 topic khác mình đã nói rồi. Bản Sport là brushed stainless steel, nói nôm na nó là mặt nhám và có phủ 1 lớp ion hoá. Bản thường là polished stainless steel, tức là mặt được gia công bóng. Cái brushed vẫn xước nhưng khó thấy. Vấn đề là xước cái này, nhất là bị quá lớp ion hoá thì không sữa chữa được. Cái polished thì xước cực dễ, cái của mình cọ 1 phát vào cái đồng hồ khác thì xước ngay. Nhưng polished thì đánh lại rất dễ. Nói chung nó có xước, cái này chính xác, nhưng với mình nó không quá quan trọng khi ""một đời mình mấy đời nó"" và đánh lại cũng tự làm 5' là xong"
0,Thích mỗi tính năng sức khỏe của apple watch
0,không khác gì vỏ ip xước là khỏi chữa nhưng được cái khó xước hơn chút
0,Nếu làm vậy nó thành 1 con Smart Phone màn hình nhỏ đeo trên tay rồi
0,Mình vẫn đánh bóng đồng hồ và đồ inox bóng bằng kem đánh răng + tàn thuốc lá + vải mềm ! Ngon lành luôn
0,"Đúng là bác ở nước ngoài thì từ nào thông dụng từ nào không khó biết thật. Nhưng theo em, thường những từ xuất hiện trong môi trường hệ điều hành, trình duyệt, các chức năng của diễn đàn, như: post, reply, thank, like, share, quote, font,... thì là những từ thông dụng. Những từ trong cuộc sống mà gắn liền với sinh hoạt hàng ngày như: learn, read, write, sleep, computer, tablet, mobile,... cũng coi như thông dụng. Còn các từ liên quan đến các việc ít khi làm như: boarding, check-in, slideshow,... thì nên hạn chế dùng hơn, ở môi trường công cộng. Em hiểu ý của bác về việc không cần nhiều người đọc. Nhưng bác bỏ tâm sức ra viết như vậy, bài cũng hay và cần thiết, nên thiển nghĩ, nếu như phục vụ cho một lượng độc giả đông đảo thì sẽ giúp cho nhiều người thêm hiểu biết, về diễn đàn cũng sẽ có lợi hơn. Đây là em góp ý theo cách nghĩ của em, có thể với bác thì không phù hợp, cũng không sao. Em cũng tham gia một số diễn đàn, cũng đã tư vấn về chuyên môn khá nhiều. Khi viết cho các đối tượng phổ thông, em cũng thường giới hạn việc sử dụng các từ ngữ quá chuyên ngành, từ ngữ khiến người khác khó hiểu. Bác hơn tuổi em, nhưng có lẽ cũng không nhiều. Em thấy tính bác cũng hợp tính em. Và em quý trọng sự đóng góp của bác, nên mới có vài lời góp ý như vậy. Nếu bác không thấy phù hợp coi như bỏ qua giúp em. Trân trọng bác"
0,Hình như chưa có thẻ nào của VN chơi được Apple Pay?
0,"Thế mới buồn, lúc xem giới thiệu về Apple Pay, cảm thấy phấn khích dã man . Cảm giác ra cửa hàng chỉ cần đưa cái iphone ra và touch id là thanh toán xong ."
0,"Em hỏi bác DAC cái, không rõ bác có gặp tình trạng như thế này không: Em chạy app Workhôngut, chọn mục Đạp xe ngoài trời. Em đạp xe gần 1h đồng hồ nhưng cuối cùng app Activity báo mục Exercises chỉ là 17 phút (trên 30' đặt ra). Ngay cả Run outdoor cũng kiểu như vậy, tập cả tiếng nhưng nó báo chỉ hơn chục phút. Thành ra em không đạt được mục tiêu đề ra (30')!"
0,"không hiểu, mình đi tập golf, quật 100 phát nó đã báo là đạt goal rồi Thực ra goal đó hình như nó căn theo lượng calories tiêu tốn chứ không hẳn là số phút hay sao đó. Phần này mình chưa để ý kỹ nên chỉ trả lời bạn được vậy thôi"
0,Phần calories thì em vượt xa mục tiêu nhưng phần Exercise tính theo phút tập luyện thì không đạt!
0,Không thấy cái mail notification có chữ FUSA ah? FPT USA đó bạn. Bác chủ topic cũng đang xây dựng VN từ nơi khác đó thôi
0,"bác cho mình hỏi, trên Apple watch có trả lởi tin nhắn bằng giọng nói tiếng Việt được chưa ?"
0,A cho e hỏi bề rộng cổ tay anh chỗ đeo đồng hồ là bao nhiêu cm ạ
0,"ha, không rõ bạn hỏi với mục đích gì vậy, với tay mình là 16,5 cm"
0,"Tay nhỏ thì cứ đeo cái apple watch 38mm thôi, mình cũng đeo con này, thật ra cảm giác cũng hơi nhỏ vì bàn tay mình lại to"
0,Tren you tube thay no thu nghiem deo apple watch boi binh thuong ma bac?apple watch duoc thiet ke không vo nuoc
0,"Thật ra em cũng thích đi bơi mang apple watch nhưng vẫn ghê ghê, có xem mấy cờ-nhíp trên Youtube thấy bơi được, tuy nhiên Apple khuyến cáo chỉ được 30phut thì phải vậy nên khả năng ngấm nc là vẫn có thể    chưa bít thế nào"
0,"Đúng như bác nói, mua apple watch thời điểm này đúng là chưa nên vì còn nhiều bất cập như thời lượng pin hay độ dày ... Chắc chỉ dành cho tín đồ apple là chính, nhưng đã trót yêu rồi thì thế nào cũng phải múc thôi"
0,"nhầm r bác ơi,15-18cm là cả dây đấy ạ"
0,Apple watch chống được nước ở chế độ: Water resistant** ( http://www.apple.com/shop/buy-watch...hite-sport-band?product=MJ2T2LL/A&step=detail ) Bạn đối chiếu vào bảng này nhé ( có thể đi bơi được nhưng oẳng lúc nào không biết nhé )
0,"3G và wifi luôn on ạ. Mở siri trên điện thoại thì có nút dictation/audio trên apple watch, dưng mà nó chỉ nhận tiếng Anh mới đau ạ. Đang bí với reply tiếng Việt quá"
0,"Mình vẫn dùng bt nè, kinh nghiệm mình học được là trả lời tin nhắn bằng tiếng việt đầy đủ dấu trên iphone trước, rùi dùng apple watch sẽ nhận tiếng việt ngon"
0,"cũng thấy hấp dẫn, nhưng chưa có đủ tính năng để bỏ tiền ra mua"
0,"Giống m bản 38 cũng bị 1 lần như vậy, tưởng hỏng luôn rùi, reboot lại ngon. M nghĩ chắc bị crash"
0,"Bạn sử dụng như thế nào để apple watch nhận tiếng việt vậy, mình sử dụng ra toàn tiếng anh không."
0,"Mình đọc tiếng việt thấy nó ghi bình thương à, viết tin nhắn đó nha bạn chứ không pải dùng Siri bằng tiếng việt."
0,"Đúng rồi. Mình đã tìm được rồi, phải để cho apple watch nó đồng bộ thì nó mới hiểu cho sms tiếng việt. Cám ơn bạn nhé."
0,Bao nhiêu tiền một cái vậy
0,"Bản rẻ nhất Apple Watch Sport 38mm, giá tầm 9tr2 đó bạn."
0,"cho mình hỏi sử dụng digital touch như nào vậy.thấy họ vào mục contac thì có 3 phần là gọi điện,digital touch,nhắn tin.mà mình không có digital touch"
0,Digital touch chỉ có khi người nhận cũng dùng Apple watch
0,Dây này bác mua ở đâu bao nhiu thế
0,"Dây này mình mua bên TQ, đang sử dụng thấy ok, giá 2 củ bạn à."
0,Mình mua giá 2 củ bạn à. Up thêm hình bạn xem nè
0,Nếu bạn đã update lên watchOS 2.0 thì force touch vào biểu tượng cái mic khi reply message sẽ cho phép chọn ngôn ngữ nhé
0,e nó <3 pin sài xũng 2 ngày á
0,Mình vẫn trả lời tin nhắn qua watch bằng giọng nói với tiếng Việt OK. Bản watchOS mới còn cho chọn ngôn ngữ ngay trên đồng hồ mà (bấm giữ hình cái mic)
0,Bạn để ngôn ngữ Tiếng Anh hay Tiếng Việt.
0,Ngôn ngữ hiển thị không ảnh hưởng đến ngôn ngữ để nhận dạng tiếng nói
0,"Chuyển qua TV apple watch báo không đọc được chính tả. Đã thử 1 ngày vẫn vậy, nên chuyển lại tiếng anh."
0,Cái đồng hồ mình người ta gọi điện tới không hiển thị tên không biết mấy bạn ở đây có ai bị giống vậy không
0,"Được sử dụng công nghệ cao thì thich thật, có điều là chưa có điều kiện để dùng"
0,"Thị trường smartwatch hôm nay có thêm một sản phẩm đến từ Ấn Độ mà cụ thể đó là hãng Titan. Tuy nó lạ nhưng vì nó đẹp và có kiểu dáng lạ mắt nên cũng đáng để chúng ta biết đến và tìm mua nếu muốn. Đây là Titan JUXT Pro, một chiếc smartwatch không chạy trên Android Wear nhưng có đầy đủ các tính năng thường có của một chiếc smartwatch, có màn hình cảm ứng nền IPS, viền bezel to nhìn rất mạnh mẽ, phím bấm to, chống nước 30 mét, dây da và tương thích với cả Android lẫn iOS. JUXT Pro sử dụng hệ điều hành riêng của hãng Titan nên bạn sẽ không thể cài thêm app từ Play Store. Nhưng may mắn là hãng đã trang bị sẵn nhiều mặt đồng hồ để người đeo thay đổi cho bớt nhàm chán. Đồng hồ có kích thước 49,5 x 50,2 mm, dày 15,2 mm, nếu tính từ lug trên đến lug dưới là 57 mm. Mặt đồng hồ tròn đủ 360 độ, có cảm ứng, dùng tấm nền IPS, độ phân giải 360 x 360, mật độ điểm ảnh 278 ppi và được bảo vệ bởi mặt kính cường lực Gorilla Glass 3. ​Cấu hình của JUXT Pro: chip hai nhân 1 GHz, 512 MB RAM, bộ nhớ trong 4 GB, tương thích với Android 4.4+ và iOS 8+. Đồng hồ có thể nhận mọi thông báo từ điện thoại bao gồm cả email, tin nhắn, cuộc gọi, WhatsApp, lịch. Kèm theo đó là các app cơ bản như Music, Weather, Find Phone, Camera, Converter, Stopwatch, Timer, Alarm, Safety và Fitness. Bạn có thể dùng đồng hồ để điều khiển nhạc và camera trên điện thoại. App Safety có chức năng gửi vị trí hiện tại của người đeo đến điện thoại của bạn bè hoặc người thân nhằm mục đích thông tin an toàn. Dung lượng pin của JUXT Pro là 450 mAh, thời gian sử dụng theo hãng cho biết là 36 tiếng chỉ với một lần sạc và sạc đầy trong vòng 70 phút. Titan JUXT Pro có hai màu Matte Black hoặc Silver Grey, giá sau khi quy đổi vào khoảng 345 USD, đặt mua tại đây. ​ Theo Android Authority​"
0,Thấy hơi thô nhỉ ?
0,Pin 36 tiếng thì ngày nào cũng phải sạc rồi.
0,278ppi dự là rỗ lòi mắt. Mà thôi giá rẻ bù lại
0,đang hóng 1 em có camera.
0,Mua Gear s2 ngon hơn chứ bác.
0,làm đồng hồ truyền thống mà chơi hẳn sang Smart watch thế này :v Mua T-Touch của Tissot or Smartwatch của TAG Heuer thì sang hơn
0,Nhái movado bold nè
0,"Sam thi có sao đâu, nó đẹp chất lượng hơn mấy con khác kể cả apple watch đấy bác."
0,Trông sao sao ấy nhỉ
0,"đẹp nhưng giá chát bỏ mợ, giá này tầm 100$ thì quất )"
0,"đâu ra con hàng tàu được phong làm best sw vậy, seeding vừa thôi, LG Urbane 2nd LTE còn chưa dám nhận, ChịNá đừng từ phong như vậy nhé."
0,Vậy anh dùng điện thoại gì? ) Đã tháo những linh kiện Samsung sản xuất khỏi bo mạch chưa =))
0,Ồ. Chuyên gia tổng hơp đây rồi. Chắc tổng hiwpj hết trong làng phải không. LG LTE ăn cắp thiết kế các hãng khác đê tiện thật. Có mặt tròn mà cũng đi copy. Huapple watchei china sáng tạo thật...
